50 3 20
1000 1000 1000 
0 1319 1436 A 952 227 770 
1 716 1294 A 891 161 893 
2 974 1282 A 481 979 751 
3 1122 1307 A 114 338 560 
4 1425 1428 A 354 954 913 
5 209 449 A 960 767 879 
6 93 638 A 97 539 861 
7 686 930 A 180 296 768 
8 511 1321 A 605 510 759 
9 1008 1179 A 968 774 312 
10 1239 1278 A 624 564 71 
11 1192 1228 A 830 473 990 
12 1397 1420 A 518 319 575 
13 57 1019 A 618 411 576 
14 924 1350 A 504 271 278 
15 203 447 A 797 588 108 
16 1277 1284 A 846 549 3 
17 751 768 A 440 469 510 
18 1427 1431 A 366 128 398 
19 467 844 A 805 135 326 
20 778 1171 B 856 703 973 
21 649 1392 B 84 758 939 
22 626 1112 B 336 920 449 
23 935 1101 B 23 409 219 
24 504 696 B 192 503 253 
25 647 1209 B 550 8 297 
26 1114 1201 B 702 895 739 
27 1313 1403 B 606 556 250 
28 1166 1259 B 873 33 888 
29 528 954 B 657 598 197 
30 1123 1197 B 760 815 106 
31 1337 1385 B 208 566 944 
32 1089 1167 B 59 474 273 
33 904 1163 B 718 752 399 
34 1295 1402 B 660 332 9 
35 368 1228 B 536 61 487 
36 951 1212 B 199 102 926 
37 399 1213 B 666 461 124 
38 286 307 B 98 568 281 
39 506 984 B 41 421 25 
40 1252 1311 B 640 203 705 
41 630 679 B 9 251 258 
42 1373 1434 B 902 884 652 
43 1316 1320 B 677 711 250 
44 84 708 B 383 913 265 
45 508 611 B 309 154 865 
46 347 1357 B 368 634 888 
47 1060 1196 B 452 199 628 
48 38 64 B 739 380 949 
49 1413 1436 B 744 209 313 
