100 3 40
1000 1000 1000 
0 1301 1423 A 481 450 493 
1 928 1280 A 993 443 996 
2 1351 1369 A 241 118 743 
3 262 762 A 44 157 634 
4 158 1097 A 627 159 833 
5 889 1008 A 832 174 6 
6 742 1067 A 490 75 696 
7 690 739 A 379 903 476 
8 1183 1233 A 451 587 852 
9 104 1217 A 788 434 514 
10 573 1140 A 708 834 956 
11 55 140 A 339 543 909 
12 944 967 A 750 960 388 
13 869 964 A 386 918 669 
14 929 1213 A 423 552 774 
15 989 1372 A 109 802 949 
16 694 1194 A 899 979 660 
17 1170 1292 A 800 93 393 
18 440 1079 A 460 273 260 
19 769 1435 A 494 783 358 
20 109 874 A 530 804 365 
21 1056 1404 A 853 750 288 
22 950 984 A 718 523 560 
23 85 1069 A 2 583 569 
24 1125 1263 A 943 125 746 
25 1311 1319 A 999 681 70 
26 1127 1201 A 919 198 161 
27 1431 1439 A 107 383 797 
28 812 944 A 730 704 534 
29 356 950 A 867 866 397 
30 105 1148 A 540 782 390 
31 878 1215 A 779 799 347 
32 995 1378 A 646 865 420 
33 883 1012 A 29 774 411 
34 213 969 A 693 416 414 
35 1280 1324 A 29 474 477 
36 1296 1439 A 556 723 210 
37 525 691 A 904 455 39 
38 506 1396 A 125 272 895 
39 143 503 A 139 194 709 
40 719 1019 B 212 560 10 
41 308 1224 B 719 460 617 
42 838 1236 B 601 348 800 
43 1363 1424 B 545 367 811 
44 869 1259 B 519 489 575 
45 121 1426 B 219 498 487 
46 162 485 B 48 546 325 
47 433 939 B 920 3 287 
48 50 110 B 636 524 744 
49 775 1290 B 558 777 620 
50 1048 1274 B 680 109 118 
51 538 766 B 701 757 893 
52 322 368 B 948 956 636 
53 650 772 B 549 140 572 
54 915 1003 B 481 614 428 
55 415 502 B 767 728 23 
56 96 307 B 995 234 26 
57 1400 1427 B 172 96 804 
58 194 1037 B 1000 302 58 
59 816 1037 B 88 407 165 
60 679 990 B 950 546 867 
61 1152 1233 B 914 888 334 
62 186 305 B 874 313 707 
63 917 1303 B 836 431 928 
64 1046 1125 B 963 642 110 
65 944 1198 B 987 339 976 
66 824 1102 B 266 324 789 
67 293 537 B 886 521 293 
68 1312 1429 B 121 956 295 
69 129 1438 B 701 314 756 
70 384 1423 B 80 927 609 
71 35 1139 B 298 434 822 
72 1373 1439 B 357 427 381 
73 1374 1400 B 123 114 330 
74 452 523 B 256 743 269 
75 1367 1421 B 603 425 554 
76 64 1188 B 46 323 455 
77 275 280 B 550 673 643 
78 164 634 B 116 747 993 
79 873 1400 B 316 540 621 
80 1093 1238 B 982 146 730 
81 1265 1379 B 50 408 776 
82 110 819 B 151 359 242 
83 1112 1408 B 205 254 219 
84 1158 1359 B 197 723 73 
85 1182 1328 B 885 62 424 
86 226 724 B 519 301 86 
87 1338 1366 B 356 57 239 
88 523 719 B 746 521 632 
89 1018 1027 B 387 181 279 
90 309 560 B 550 496 84 
91 429 865 B 140 84 401 
92 188 885 B 688 81 527 
93 1036 1175 B 21 651 209 
94 272 338 B 796 148 478 
95 250 871 B 66 185 748 
96 723 740 B 156 482 968 
97 427 639 B 985 782 679 
98 915 1104 B 212 600 583 
99 1194 1361 B 635 982 438 
