80 3 32
1000 1000 1000 
0 1232 1351 A 714 155 959 
1 689 1123 A 416 354 212 
2 60 884 A 241 905 298 
3 72 1410 A 546 315 547 
4 1208 1372 A 487 276 794 
5 133 818 A 296 454 65 
6 1262 1348 A 785 127 429 
7 180 345 A 508 94 402 
8 963 1119 A 122 667 872 
9 788 794 A 524 872 349 
10 632 661 A 430 257 132 
11 495 1162 A 399 820 870 
12 803 1007 A 701 935 791 
13 1404 1439 A 734 699 509 
14 1208 1337 A 725 945 413 
15 648 1220 A 709 599 868 
16 362 416 A 871 137 557 
17 715 1041 A 350 318 406 
18 1068 1148 A 389 101 272 
19 921 1207 A 239 90 184 
20 495 1320 A 962 635 914 
21 990 1356 A 238 546 444 
22 1129 1344 A 778 966 664 
23 731 804 A 572 759 899 
24 414 657 A 562 894 163 
25 770 1032 A 201 319 65 
26 1274 1397 A 444 794 582 
27 850 1200 A 610 184 566 
28 444 520 A 688 927 35 
29 922 1214 A 167 389 733 
30 660 1243 A 232 424 207 
31 646 709 A 815 422 431 
32 1176 1336 B 877 220 154 
33 1406 1425 B 560 927 606 
34 1431 1438 B 460 400 798 
35 111 502 B 110 550 951 
36 782 955 B 964 553 456 
37 987 1113 B 186 371 876 
38 576 1314 B 753 733 894 
39 1228 1256 B 73 907 445 
40 278 1232 B 510 649 307 
41 348 1435 B 256 820 492 
42 906 1074 B 274 447 126 
43 1361 1428 B 207 341 954 
44 906 1347 B 489 627 36 
45 229 541 B 296 545 678 
46 452 1370 B 706 576 248 
47 218 1092 B 658 160 233 
48 213 1210 B 932 130 802 
49 824 1074 B 737 735 749 
50 1357 1434 B 426 266 763 
51 1439 1440 B 926 7 808 
52 945 1004 B 433 482 337 
53 748 1182 B 472 264 378 
54 1385 1412 B 263 504 979 
55 1387 1393 B 186 899 896 
56 1058 1124 B 201 406 881 
57 249 705 B 762 429 914 
58 1188 1410 B 789 835 719 
59 756 1369 B 307 958 515 
60 659 1136 B 49 566 720 
61 1078 1331 B 568 534 784 
62 1160 1348 B 940 204 280 
63 211 1399 B 249 870 178 
64 1261 1377 B 570 945 527 
65 268 1249 B 506 927 897 
66 186 649 B 707 472 708 
67 1292 1359 B 278 307 660 
68 1126 1229 B 736 203 896 
69 394 1223 B 491 437 874 
70 1437 1439 B 718 961 99 
71 545 658 B 146 490 773 
72 243 633 B 144 401 82 
73 874 911 B 506 285 570 
74 317 1329 B 955 299 339 
75 1270 1437 B 712 712 990 
76 1337 1388 B 360 206 490 
77 1340 1425 B 298 661 62 
78 934 974 B 689 619 18 
79 67 611 B 247 852 539 
