50 3 20
1000 1000 1000 
0 1305 1422 A 35 541 704 
1 397 961 A 661 569 482 
2 1389 1431 A 729 325 669 
3 742 1072 A 781 154 726 
4 1309 1365 A 958 93 628 
5 909 1034 A 531 488 260 
6 729 1167 A 388 982 207 
7 402 681 A 934 345 223 
8 179 1200 A 515 695 987 
9 619 1072 A 952 418 267 
10 1196 1221 A 424 455 703 
11 179 1079 A 770 468 814 
12 25 779 A 465 411 326 
13 767 1184 A 226 404 517 
14 521 754 A 329 272 878 
15 1289 1391 A 646 726 949 
16 918 1028 A 328 16 881 
17 527 1392 A 427 480 889 
18 276 1134 A 92 533 555 
19 440 559 A 50 918 788 
20 278 1260 B 982 682 733 
21 507 1009 B 111 824 135 
22 1341 1355 B 739 548 320 
23 551 1269 B 693 903 559 
24 543 1214 B 836 700 394 
25 1177 1380 B 913 839 912 
26 649 1397 B 935 236 105 
27 418 1157 B 849 996 1000 
28 882 923 B 966 770 866 
29 1213 1319 B 938 587 618 
30 510 647 B 925 408 940 
31 990 1229 B 323 348 262 
32 412 1391 B 48 757 746 
33 1172 1232 B 39 175 978 
34 1134 1385 B 712 447 274 
35 248 537 B 251 237 809 
36 571 1011 B 652 363 234 
37 1294 1350 B 645 846 630 
38 763 1048 B 629 486 636 
39 1306 1312 B 196 580 153 
40 429 795 B 32 306 964 
41 693 1039 B 92 915 773 
42 1417 1436 B 548 901 898 
43 346 1181 B 945 936 618 
44 658 1289 B 366 840 610 
45 990 1166 B 581 732 277 
46 1123 1412 B 459 611 838 
47 1185 1368 B 900 391 790 
48 579 1276 B 428 986 905 
49 762 1418 B 160 213 193 
