200 3 80
1000 1000 1000 
0 179 1037 A 623 154 248 
1 989 1276 A 385 719 256 
2 462 894 A 177 148 335 
3 412 604 A 596 609 927 
4 321 630 A 975 290 997 
5 1 710 A 403 26 757 
6 183 712 A 654 766 709 
7 147 272 A 100 512 229 
8 592 1095 A 117 713 529 
9 43 775 A 178 832 435 
10 1232 1310 A 998 882 123 
11 528 1155 A 234 574 634 
12 853 1178 A 596 787 900 
13 952 1407 A 210 242 872 
14 274 307 A 80 956 617 
15 218 799 A 329 872 767 
16 312 393 A 41 128 173 
17 916 976 A 413 261 197 
18 114 896 A 158 82 153 
19 167 976 A 445 493 576 
20 1390 1394 A 8 249 832 
21 43 1030 A 898 801 676 
22 458 1179 A 12 719 923 
23 1413 1420 A 277 589 402 
24 562 596 A 516 934 61 
25 1276 1339 A 338 691 501 
26 646 776 A 372 157 602 
27 377 1278 A 821 28 211 
28 737 1155 A 132 608 997 
29 652 943 A 354 849 141 
30 1418 1429 A 639 244 116 
31 675 962 A 726 204 726 
32 1043 1052 A 169 230 6 
33 1332 1379 A 26 203 971 
34 673 943 A 743 699 647 
35 476 555 A 397 537 177 
36 533 897 A 957 942 215 
37 344 623 A 600 449 305 
38 193 1187 A 80 402 296 
39 797 1113 A 292 110 908 
40 452 655 A 222 242 630 
41 789 1041 A 89 199 354 
42 1307 1421 A 38 120 438 
43 701 1134 A 496 910 760 
44 677 1208 A 193 68 125 
45 917 1404 A 150 767 182 
46 128 296 A 704 943 453 
47 982 1220 A 544 526 417 
48 1216 1338 A 275 142 92 
49 674 1234 A 278 102 639 
50 1198 1401 A 698 450 677 
51 260 1163 A 911 358 618 
52 1340 1346 A 321 114 896 
53 980 1001 A 989 311 382 
54 376 926 A 281 889 584 
55 1035 1375 A 30 512 428 
56 373 720 A 392 162 289 
57 265 1110 A 681 805 751 
58 564 994 A 96 473 523 
59 116 1087 A 456 975 929 
60 1113 1161 A 311 222 419 
61 624 1075 A 533 98 909 
62 767 1417 A 528 850 725 
63 1396 1426 A 227 801 203 
64 352 838 A 49 544 323 
65 97 601 A 475 430 860 
66 363 734 A 685 461 747 
67 905 1277 A 31 664 779 
68 170 323 A 855 645 378 
69 237 1279 A 218 194 249 
70 1417 1431 A 421 313 333 
71 673 832 A 199 883 952 
72 787 1228 A 466 82 135 
73 685 871 A 930 83 984 
74 1074 1243 A 914 443 538 
75 984 1381 A 137 923 503 
76 146 1132 A 800 183 532 
77 185 734 A 256 786 449 
78 272 334 A 959 736 519 
79 221 520 A 283 447 937 
80 529 836 B 45 597 635 
81 312 800 B 802 185 688 
82 395 1131 B 680 856 286 
83 818 1426 B 988 633 286 
84 133 1004 B 969 343 659 
85 1326 1413 B 224 569 215 
86 46 1216 B 906 424 993 
87 78 650 B 451 443 4 
88 558 685 B 857 32 596 
89 726 1268 B 484 7 561 
90 24 516 B 379 891 999 
91 352 799 B 424 114 155 
92 361 452 B 422 993 1 
93 526 637 B 455 333 94 
94 800 1029 B 507 526 558 
95 1298 1438 B 869 428 903 
96 880 1300 B 698 108 179 
97 937 1090 B 882 813 814 
98 480 503 B 648 463 119 
99 295 1424 B 424 828 578 
100 436 791 B 130 522 138 
101 421 846 B 886 737 532 
102 2 55 B 624 985 240 
103 611 623 B 192 306 965 
104 1330 1398 B 661 205 303 
105 1273 1293 B 792 55 288 
106 777 1356 B 304 158 162 
107 582 826 B 809 160 132 
108 306 979 B 755 523 918 
109 106 334 B 828 825 568 
110 1047 1143 B 842 569 820 
111 147 451 B 77 744 467 
112 1438 1439 B 442 479 344 
113 986 1386 B 860 465 731 
