80 3 32
1000 1000 1000 
0 620 1286 A 211 318 61 
1 801 1244 A 609 380 78 
2 1331 1395 A 303 856 813 
3 29 581 A 79 938 626 
4 168 1237 A 18 502 715 
5 651 913 A 226 338 150 
6 546 1417 A 551 108 612 
7 631 1367 A 848 512 298 
8 878 931 A 427 204 863 
9 296 506 A 833 579 53 
10 753 819 A 691 696 842 
11 896 1361 A 691 450 657 
12 89 903 A 820 873 188 
13 811 1115 A 79 676 791 
14 863 1200 A 330 109 385 
15 1149 1410 A 917 251 947 
16 708 846 A 197 458 983 
17 140 779 A 53 814 817 
18 221 905 A 546 806 87 
19 1364 1400 A 269 648 792 
20 589 1410 A 536 755 569 
21 200 373 A 676 589 767 
22 598 864 A 272 225 191 
23 1141 1260 A 393 24 470 
24 597 1175 A 958 781 311 
25 440 1067 A 670 335 243 
26 168 354 A 129 560 788 
27 714 789 A 427 870 593 
28 67 671 A 988 183 952 
29 1293 1408 A 570 403 737 
30 1108 1380 A 841 246 926 
31 1146 1184 A 528 982 25 
32 644 1168 B 920 682 82 
33 1098 1371 B 550 691 86 
34 461 909 B 909 494 237 
35 1399 1424 B 991 289 338 
36 17 109 B 179 428 25 
37 667 754 B 789 719 207 
38 80 1253 B 526 902 903 
39 1128 1163 B 823 350 823 
40 140 1171 B 172 207 668 
41 1042 1300 B 65 743 383 
42 624 1158 B 916 66 752 
43 881 1182 B 402 784 777 
44 1416 1427 B 455 179 645 
45 673 1383 B 971 548 904 
46 268 711 B 324 51 924 
47 960 1023 B 846 110 597 
48 228 1315 B 800 79 94 
49 1106 1437 B 157 419 379 
50 640 1045 B 920 175 411 
51 145 571 B 851 306 322 
52 1363 1386 B 959 117 266 
53 1251 1310 B 225 631 940 
54 404 641 B 961 722 586 
55 1250 1360 B 104 185 192 
56 796 1207 B 786 988 615 
57 1310 1430 B 803 674 941 
58 276 1426 B 299 91 361 
59 1393 1432 B 551 211 861 
60 153 1221 B 729 288 61 
61 1269 1406 B 387 463 900 
62 1053 1105 B 341 546 239 
63 178 1294 B 247 856 362 
64 541 603 B 322 508 386 
65 155 834 B 350 623 71 
66 561 1179 B 475 414 998 
67 173 334 B 840 320 555 
68 1046 1423 B 729 400 782 
69 158 366 B 882 582 468 
70 552 1149 B 513 11 643 
71 309 1225 B 770 252 756 
72 524 925 B 235 6 182 
73 833 1184 B 489 473 142 
74 994 1261 B 278 122 214 
75 612 736 B 176 5 271 
76 805 816 B 904 431 992 
77 183 837 B 765 86 458 
78 924 1097 B 427 186 666 
79 754 1231 B 697 553 643 
