20 3 8
1000 1000 1000 
0 766 1232 A 758 725 900 
1 85 413 A 894 15 502 
2 1225 1261 A 46 226 670 
3 614 1280 A 256 164 410 
4 39 1422 A 877 979 929 
5 711 1196 A 919 953 970 
6 984 1017 A 202 819 484 
7 267 812 A 130 637 101 
8 821 944 B 998 193 397 
9 336 1035 B 120 612 845 
10 1139 1334 B 673 104 289 
11 631 887 B 475 106 208 
12 941 1308 B 352 49 605 
13 47 802 B 24 620 874 
14 888 1213 B 441 797 144 
15 189 293 B 452 720 679 
16 1157 1419 B 504 267 514 
17 1015 1410 B 428 629 961 
18 374 1008 B 320 818 338 
19 1132 1202 B 889 625 828 
