100 3 40
1000 1000 1000 
0 494 1290 A 455 824 320 
1 870 942 A 490 617 21 
2 500 982 A 421 479 515 
3 708 1001 A 285 605 185 
4 882 1080 A 477 472 837 
5 327 671 A 326 81 2 
6 313 933 A 24 463 140 
7 1274 1371 A 689 864 542 
8 1408 1431 A 509 70 347 
9 395 785 A 148 573 309 
10 1147 1431 A 578 783 44 
11 1268 1402 A 3 596 864 
12 791 839 A 742 471 28 
13 986 1282 A 427 983 620 
14 776 1437 A 654 472 508 
15 1242 1322 A 359 220 103 
16 771 1129 A 36 702 7 
17 274 905 A 83 87 40 
18 655 844 A 702 309 168 
19 1210 1238 A 821 908 532 
20 1099 1124 A 457 584 210 
21 204 1110 A 38 239 219 
22 314 531 A 748 134 344 
23 921 1370 A 813 437 550 
24 828 1410 A 186 202 254 
25 1021 1039 A 482 958 201 
26 135 624 A 221 406 660 
27 228 1191 A 785 337 514 
28 174 808 A 29 921 369 
29 1078 1264 A 797 33 722 
30 838 1193 A 33 757 637 
31 834 983 A 143 189 575 
32 818 1229 A 334 703 461 
33 587 1197 A 438 764 88 
34 333 401 A 950 994 519 
35 904 1372 A 889 349 923 
36 1021 1309 A 353 996 839 
37 813 1362 A 788 335 20 
38 88 324 A 148 617 10 
39 296 1139 A 659 514 805 
40 783 1254 B 11 520 26 
41 1236 1261 B 669 35 927 
42 829 1374 B 401 581 784 
43 198 480 B 648 527 552 
44 734 775 B 698 331 611 
45 604 1274 B 708 172 479 
46 684 1170 B 701 610 10 
47 232 969 B 81 962 376 
48 734 927 B 723 302 718 
49 490 899 B 199 98 384 
50 837 991 B 481 865 109 
51 266 1409 B 75 878 460 
52 1394 1402 B 555 458 926 
53 1003 1304 B 117 753 27 
54 1394 1424 B 481 216 233 
55 11 1071 B 43 525 128 
56 1325 1354 B 902 59 314 
57 953 1220 B 992 751 599 
58 1220 1257 B 73 997 832 
59 935 1054 B 81 788 973 
60 33 1026 B 900 520 603 
61 154 1221 B 716 380 691 
62 1258 1380 B 516 895 75 
63 801 1439 B 862 904 896 
64 490 726 B 402 226 467 
65 967 1302 B 452 299 477 
66 1260 1439 B 217 33 729 
67 892 1336 B 283 740 635 
68 500 1253 B 509 94 585 
69 198 1141 B 757 808 610 
70 999 1405 B 183 52 90 
71 742 1065 B 687 357 403 
72 583 1348 B 306 632 256 
73 244 1259 B 665 939 107 
74 194 1159 B 495 471 16 
75 50 987 B 692 358 727 
76 787 1286 B 26 190 165 
77 578 582 B 162 146 39 
78 1069 1249 B 433 21 54 
79 1153 1402 B 983 653 530 
80 824 1242 B 465 797 400 
81 1146 1356 B 288 27 11 
82 890 1103 B 176 763 817 
83 347 1338 B 465 480 773 
84 557 798 B 270 324 98 
85 415 1183 B 273 743 226 
86 1109 1192 B 119 980 676 
87 607 928 B 822 129 179 
88 305 1302 B 342 51 381 
89 1006 1050 B 556 603 898 
90 734 1412 B 502 91 953 
91 500 1135 B 338 996 42 
92 1422 1423 B 354 559 955 
93 804 1357 B 634 320 717 
94 933 1436 B 318 540 18 
95 635 749 B 203 882 395 
96 970 1211 B 151 453 813 
97 445 623 B 65 132 512 
98 1349 1384 B 432 135 885 
99 164 1341 B 911 375 190 
