50 3 20
1000 1000 1000 
0 71 416 A 669 586 792 
1 9 206 A 437 634 556 
2 899 1394 A 168 665 148 
3 535 655 A 776 255 948 
4 578 1118 A 332 806 838 
5 650 913 A 783 906 396 
6 1269 1325 A 786 221 391 
7 172 1180 A 953 384 106 
8 692 874 A 179 904 756 
9 121 123 A 601 697 843 
10 1225 1271 A 171 503 825 
11 1373 1375 A 649 185 431 
12 1014 1308 A 561 700 96 
13 873 942 A 750 572 84 
14 851 936 A 289 809 53 
15 1287 1342 A 770 543 754 
16 615 825 A 149 559 71 
17 385 758 A 477 203 818 
18 716 1050 A 230 740 925 
19 845 953 A 643 707 361 
20 302 1362 B 461 227 386 
21 1436 1437 B 851 71 187 
22 864 1208 B 698 582 70 
23 919 988 B 473 328 881 
24 729 1368 B 66 397 459 
25 1151 1347 B 804 376 396 
26 1316 1374 B 532 130 512 
27 549 1016 B 155 549 484 
28 261 1436 B 274 560 906 
29 852 1235 B 89 655 518 
30 386 484 B 77 7 197 
31 434 1099 B 748 979 612 
32 250 917 B 57 555 89 
33 1219 1310 B 675 613 758 
34 689 989 B 265 507 653 
35 260 532 B 970 380 852 
36 626 1400 B 780 389 32 
37 17 591 B 830 743 131 
38 742 1438 B 27 727 469 
39 241 1227 B 299 120 623 
40 758 935 B 451 762 932 
41 1329 1401 B 202 534 217 
42 1345 1405 B 867 725 785 
43 620 818 B 408 901 825 
44 772 906 B 675 230 2 
45 1383 1425 B 891 838 195 
46 1413 1419 B 198 20 876 
47 1422 1437 B 971 874 961 
48 817 1351 B 653 927 772 
49 829 1388 B 321 243 742 
